Term;Alice’sAdventuresinWonderland.txt;ATaleofTwoCitie.txt;Frankenstein.txt;HeartofDarkness.txt;MobyDick.txt;PrideandPrejudice.txt;SherlockHolmes.txt
mistress;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
wolfish;"0,000000";"0,000000";"0,000000";"0,000000";"0,000189";"0,000000";"0,000000"
margins;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000242"
—For;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
——;"0,000000";"0,000000";"0,000267";"0,000000";"0,000000";"0,000000";"0,000000"
slapped;"0,000000";"0,000000";"0,000000";"0,000128";"0,000034";"0,000000";"0,000086"
wickedest;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000310";"0,000000"
babes—pull;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
marring;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
vexatious;"0,000000";"0,000000";"0,000000";"0,000000";"0,000053";"0,000351";"0,000000"
—“;"0,000000";"0,000000";"0,000000";"0,000000";"0,000284";"0,000000";"0,000000"
him—nothing;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
—”;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
deadliness;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
presaged;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
glare;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
amends;"0,000000";"0,000313";"0,000000";"0,000000";"0,000000";"0,000876";"0,000000"
terrestrial;"0,000000";"0,000185";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
deception;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
holidays;"0,000000";"0,000000";"0,000000";"0,000000";"0,000189";"0,000000";"0,000000"
fellows;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
“Weep;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
Bristol;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,001450"
door—the;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
Lucases;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,004346";"0,000000"
starts;"0,000000";"0,000000";"0,000000";"0,000000";"0,000379";"0,000000";"0,000000"
tigerish;"0,000000";"0,000185";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
actual;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
glass;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
impetuously;"0,000000";"0,000000";"0,000000";"0,000000";"0,000284";"0,000000";"0,000000"
dunce;"0,000663";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
d’ye;"0,000000";"0,000000";"0,000000";"0,000000";"0,002082";"0,000000";"0,000000"
Involved;"0,000663";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
remonstrating;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
preventer;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
Ave;"0,000000";"0,000000";"0,000000";"0,000359";"0,000000";"0,000000";"0,000000"
adorned;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
Ivory;"0,000000";"0,000000";"0,000000";"0,000718";"0,000000";"0,000000";"0,000000"
assume;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
fetid;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
memory;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
practising;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000310";"0,000000"
disaster;"0,000000";"0,000000";"0,000603";"0,000000";"0,000214";"0,000000";"0,000000"
dissection;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
currants;"0,000663";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
starry;"0,000000";"0,000000";"0,000151";"0,000000";"0,000160";"0,000000";"0,000000"
progeny;"0,000000";"0,000000";"0,000151";"0,000000";"0,000160";"0,000000";"0,000000"
IRENE;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000242"
attends;"0,000236";"0,000000";"0,000095";"0,000000";"0,000034";"0,000000";"0,000000"
mountains—they;"0,000000";"0,000000";"0,000267";"0,000000";"0,000000";"0,000000";"0,000000"
deservedly;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000310";"0,000000"
he—‘he;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
fishermen’s;"0,000000";"0,000000";"0,000000";"0,000000";"0,000284";"0,000000";"0,000000"
earliest;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
budged;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
marvel;"0,000000";"0,000104";"0,000000";"0,000000";"0,000107";"0,000000";"0,000000"
illuminated;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
Hecla;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
relenting;"0,000000";"0,000369";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
fencing;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
‘“;"0,000663";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
Throttling;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
Invoice;"0,000000";"0,000000";"0,000000";"0,000359";"0,000000";"0,000000";"0,000000"
funnel;"0,000000";"0,000000";"0,000000";"0,000718";"0,000000";"0,000000";"0,000000"
ledgers;"0,000000";"0,000066";"0,000000";"0,000000";"0,000034";"0,000000";"0,000086"
regulate;"0,000000";"0,000000";"0,000301";"0,000000";"0,000000";"0,000175";"0,000000"
obstacles;"0,000000";"0,000066";"0,000095";"0,000000";"0,000000";"0,000221";"0,000000"
eddied;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
Aye;"0,000000";"0,000000";"0,000000";"0,000000";"0,001710";"0,001052";"0,000000"
extant;"0,000000";"0,000000";"0,000000";"0,000000";"0,000189";"0,000000";"0,000000"
Bellies;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
fuddled;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
candies;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
vermillion;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
preliminaries;"0,000000";"0,000104";"0,000000";"0,000000";"0,000107";"0,000000";"0,000000"
coats;"0,000000";"0,000066";"0,000000";"0,000000";"0,000101";"0,000111";"0,000000"
‘Shy;"0,000663";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
chiseled;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
periodicalness;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
Poetry;"0,000000";"0,000000";"0,000000";"0,000359";"0,000000";"0,000000";"0,000000"
specifically;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
enter;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
eddies;"0,000000";"0,000000";"0,000000";"0,000000";"0,000284";"0,000000";"0,000000"
“Were;"0,000000";"0,000554";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
’”;"0,000000";"0,000000";"0,000000";"0,000000";"0,000379";"0,000000";"0,000000"
Stoke;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000175";"0,001500"
flowers;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
flowery;"0,000000";"0,000000";"0,000151";"0,000000";"0,000160";"0,000000";"0,000000"
suckling;"0,000000";"0,000000";"0,000000";"0,000000";"0,000189";"0,000000";"0,000000"
visitants;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
wretch;"0,000000";"0,000263";"0,002187";"0,000000";"0,000000";"0,000000";"0,000086"
dates;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
Edgewise;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
dexterously;"0,000000";"0,000104";"0,000000";"0,000000";"0,000107";"0,000000";"0,000000"
creative;"0,000000";"0,000000";"0,000000";"0,000000";"0,000053";"0,000175";"0,000000"
robing;"0,000000";"0,000185";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
coast;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
eyebrows;"0,000000";"0,000789";"0,000000";"0,000128";"0,000000";"0,000000";"0,000258"
Finding;"0,000000";"0,000000";"0,000151";"0,000000";"0,000053";"0,000000";"0,000000"
‘stupid;"0,001326";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
sorrows;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
‘Sit;"0,000663";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
veins—royal;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
remissness;"0,000000";"0,000000";"0,000267";"0,000000";"0,000000";"0,000000";"0,000000"
bright;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
planned;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
hazards;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
Thereby;"0,000000";"0,000000";"0,000000";"0,000000";"0,000284";"0,000000";"0,000000"
“Pray;"0,000000";"0,000625";"0,000000";"0,000000";"0,000053";"0,000000";"0,000000"
assure;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
pretext;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000242"
gracious;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
Stoic;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
toppling;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
‘Halloa;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
BROTHER;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000310";"0,000000"
reaping;"0,000000";"0,000104";"0,000000";"0,000000";"0,000053";"0,000000";"0,000000"
canonicals;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
grenadier’s;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
evince;"0,000000";"0,000000";"0,000000";"0,000000";"0,000284";"0,000000";"0,000000"
fetch;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
“’;"0,002653";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
“Lower;"0,000000";"0,000104";"0,000000";"0,000000";"0,000267";"0,000000";"0,000000"
Giver;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
outlines;"0,000000";"0,000000";"0,000095";"0,000256";"0,000067";"0,000000";"0,000000"
oasis;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
audibly;"0,000236";"0,000131";"0,000095";"0,000000";"0,000000";"0,000000";"0,000000"
compact;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
possession;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
Starbuck—but;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
bushels;"0,000000";"0,000185";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
DICK;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
daresay;"0,000236";"0,000000";"0,000000";"0,000128";"0,000000";"0,000000";"0,000172"
runaway;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
“Willingly;"0,000000";"0,000554";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
Prince;"0,000000";"0,000000";"0,000000";"0,000000";"0,000107";"0,000000";"0,000136"
disconnected;"0,000000";"0,000000";"0,000000";"0,000000";"0,000053";"0,000000";"0,000136"
”—;"0,000000";"0,000000";"0,000000";"0,000000";"0,000189";"0,000000";"0,000000"
outlined;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000483"
bandied;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
audible;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
”’;"0,011275";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
unvarying;"0,000000";"0,000000";"0,000000";"0,000000";"0,000107";"0,000175";"0,000000"
sympathetical;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
all—there’s;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
avast;"0,000000";"0,000000";"0,000000";"0,000000";"0,000757";"0,000000";"0,000000"
nimble;"0,000000";"0,000313";"0,000000";"0,000000";"0,000107";"0,000000";"0,000000"
dumfoundered;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
“Well;"0,000000";"0,003021";"0,000000";"0,000000";"0,000908";"0,000000";"0,000000"
Tyre;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
CAN;"0,001498";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000136"
whiskers;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
nimbly;"0,000000";"0,000554";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
cord—as;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
undressing;"0,000000";"0,000104";"0,000000";"0,000000";"0,000053";"0,000000";"0,000000"
“enlarge”;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
condemns;"0,000000";"0,000000";"0,000267";"0,000000";"0,000000";"0,000000";"0,000000"
critical;"0,000000";"0,000000";"0,000095";"0,000000";"0,000472";"0,000111";"0,000000"
deceptive;"0,000000";"0,000000";"0,000000";"0,000000";"0,000053";"0,000000";"0,000136"
reciprocally;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
modulated;"0,000000";"0,000000";"0,000151";"0,000203";"0,000000";"0,000000";"0,000000"
Emir;"0,000000";"0,000000";"0,000000";"0,000000";"0,000284";"0,000000";"0,000000"
guarded;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
seaman’s;"0,000000";"0,000000";"0,000000";"0,000000";"0,000379";"0,000000";"0,000000"
tramping;"0,000000";"0,000131";"0,000000";"0,000128";"0,000034";"0,000000";"0,000000"
CHORUS;"0,001326";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
regulars;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000621";"0,000000"
possessing;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
dated;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
exotic;"0,000000";"0,000000";"0,000095";"0,000128";"0,000034";"0,000000";"0,000000"
sprains;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
introduction;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
Loitering;"0,000000";"0,000185";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
‘She;"0,001326";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
annals;"0,000000";"0,000000";"0,000000";"0,000000";"0,000189";"0,000000";"0,000000"
Niger’s;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
cursing;"0,000000";"0,000000";"0,000000";"0,000203";"0,000053";"0,000000";"0,000000"
revenge;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
noticing;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
Bah;"0,000000";"0,000369";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
Bag;"0,000000";"0,000000";"0,000000";"0,000000";"0,000189";"0,000000";"0,000000"
threads;"0,000000";"0,000000";"0,000000";"0,000000";"0,000662";"0,000000";"0,000000"
ratifying;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
phrenology;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
thing—though;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
Stretched;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
warehouse—our;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
Bar;"0,000000";"0,001979";"0,000000";"0,000000";"0,000000";"0,000000";"0,000136"
overtook;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000175";"0,000273"
kingly;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
Bay;"0,000000";"0,000000";"0,000000";"0,000000";"0,000379";"0,000000";"0,000000"
mainyard;"0,000000";"0,000000";"0,000000";"0,000000";"0,000189";"0,000000";"0,000000"
sartin;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
demands;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
cheerless;"0,000000";"0,000000";"0,000000";"0,000000";"0,000160";"0,000000";"0,000136"
Heart;"0,000000";"0,000185";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
contracted;"0,000000";"0,000131";"0,000000";"0,000000";"0,000135";"0,000332";"0,000000"
blunderbusses;"0,000000";"0,000185";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
underling;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
Towards;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
sires;"0,000000";"0,000000";"0,000000";"0,000000";"0,000189";"0,000000";"0,000000"
viewing;"0,000000";"0,000000";"0,000000";"0,000000";"0,000053";"0,000526";"0,000000"
“‘You;"0,000000";"0,000000";"0,000000";"0,000000";"0,000189";"0,000000";"0,000000"
Simon;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,009423"
exuding;"0,000000";"0,000185";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
jiffy;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
prejudices;"0,000000";"0,000000";"0,000190";"0,000000";"0,000101";"0,000221";"0,000000"
servitude;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000242"
memoir;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000242"
paled;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
carefully;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
Boswell;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000242"
strew;"0,000000";"0,000185";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
prejudiced;"0,000000";"0,000000";"0,000301";"0,000000";"0,000000";"0,000175";"0,000000"
1100;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000242"
attitude;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
“Cussed;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
average;"0,000000";"0,000000";"0,000000";"0,000000";"0,000160";"0,000000";"0,000409"
compare;"0,000000";"0,000000";"0,000000";"0,000128";"0,000236";"0,000111";"0,000000"
harpooneer;"0,000000";"0,000000";"0,000000";"0,000000";"0,006908";"0,000000";"0,000000"
virtues;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
cordage;"0,000000";"0,000000";"0,000000";"0,000000";"0,000284";"0,000000";"0,000000"
choosing;"0,000236";"0,000000";"0,000000";"0,000000";"0,000000";"0,000111";"0,000086"
Tiger;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
FOOT;"0,000663";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
journal;"0,000000";"0,000208";"0,000603";"0,000000";"0,000000";"0,000000";"0,000000"
unlike;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
shrinked;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
Cupid;"0,000000";"0,000369";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
Bed;"0,000000";"0,000185";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
business;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
withdrawing;"0,000000";"0,000066";"0,000000";"0,000000";"0,000270";"0,000111";"0,000000"
STORY;"0,000000";"0,000185";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
aboriginally;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
constrained;"0,000000";"0,000000";"0,000095";"0,000000";"0,000067";"0,000111";"0,000000"
inscribed;"0,000000";"0,000208";"0,000000";"0,000000";"0,000053";"0,000000";"0,000000"
taught;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
localness;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
finical;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
