Term;HeartofDarkness.txt;SherlockHolmes.txt;Frankenstein.txt;PrideandPrejudice.txt;ATaleofTwoCitie.txt;Alice’sAdventuresinWonderland.txt;MobyDick.txt 
mutinying;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
Sudden;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
heedlessly;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
crape;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
prints;"0,000184";"0,000124";"0,000000";"0,000000";"0,000000";"0,000000";"0,000195"
humps;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
stakes;"0,000553";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000049"
Neville;"0,000000";"0,002235";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
riches;"0,000000";"0,000000";"0,000137";"0,000000";"0,000095";"0,000000";"0,000000"
unravelling;"0,000000";"0,000124";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
attic;"0,000000";"0,000497";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
healthy;"0,000000";"0,000124";"0,000000";"0,000160";"0,000474";"0,000000";"0,000243"
actionable;"0,000000";"0,000248";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
richer;"0,000000";"0,000497";"0,000000";"0,000000";"0,000000";"0,000000";"0,000097"
we’ll;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000292"
Speech;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
Expeditions;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
unprotected;"0,000000";"0,000000";"0,000274";"0,000160";"0,000095";"0,000000";"0,000000"
Juan;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
forever;"0,000184";"0,000869";"0,000000";"0,000479";"0,000095";"0,000000";"0,000000"
healths;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
oblique;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000146"
blackling;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
labourers;"0,000000";"0,000000";"0,000274";"0,000000";"0,000000";"0,000000";"0,000000"
humph;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
sharks;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000341";"0,002383"
exordium;"0,000000";"0,000000";"0,000137";"0,000000";"0,000095";"0,000000";"0,000049"
humor;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000438"
ebon;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
—‘It’s;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
richly;"0,000000";"0,000000";"0,000000";"0,000160";"0,000000";"0,000000";"0,000049"
be—it;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
ordination;"0,000000";"0,000000";"0,000000";"0,000160";"0,000000";"0,000000";"0,000000"
patroness;"0,000000";"0,000000";"0,000000";"0,001117";"0,000000";"0,000000";"0,000000"
Sailors;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
“Woman;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
Boston;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000097"
attar;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
wafted;"0,000000";"0,000000";"0,000549";"0,000000";"0,000000";"0,000000";"0,000049"
staving;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000097"
dæmon;"0,000000";"0,000000";"0,002332";"0,000000";"0,000000";"0,000000";"0,000000"
profits;"0,000000";"0,000000";"0,000137";"0,000000";"0,000000";"0,000000";"0,000146"
speckled;"0,000000";"0,000372";"0,000000";"0,000000";"0,000095";"0,000000";"0,000049"
knuckled;"0,000000";"0,000000";"0,000000";"0,000000";"0,000190";"0,000000";"0,000000"
Euroclydon;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000243"
Arguments;"0,000000";"0,000000";"0,000000";"0,000160";"0,000000";"0,000000";"0,000000"
chronometer;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
pinnings;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
beams;"0,000000";"0,000000";"0,000000";"0,000000";"0,000190";"0,000000";"0,000243"
Zoned;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
forefinger;"0,000553";"0,000497";"0,000000";"0,000000";"0,000664";"0,000000";"0,000049"
ocean—Jonah;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
knowing;"0,000553";"0,000745";"0,000549";"0,004308";"0,001043";"0,000682";"0,000729"
expostulation;"0,000000";"0,000000";"0,000000";"0,000160";"0,000095";"0,000000";"0,000000"
confederacy;"0,000000";"0,000000";"0,000000";"0,000160";"0,000000";"0,000000";"0,000000"
gullies;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
republican;"0,000000";"0,000000";"0,000137";"0,000000";"0,000095";"0,000000";"0,000000"
Unshored;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
naturally;"0,000553";"0,000993";"0,000000";"0,001914";"0,001043";"0,000000";"0,000584"
accosted;"0,000000";"0,000000";"0,000000";"0,000319";"0,000095";"0,000000";"0,000195"
beans;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
excursion;"0,000000";"0,000124";"0,000137";"0,000000";"0,000095";"0,000000";"0,000049"
persecution;"0,000000";"0,000124";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
truthfulness;"0,000184";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
swallow;"0,000184";"0,000000";"0,000137";"0,000000";"0,000569";"0,000341";"0,000486"
gusts;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
flashings;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
revisit;"0,000000";"0,000000";"0,000274";"0,000000";"0,000000";"0,000000";"0,000000"
Doesn’t;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
haste;"0,000184";"0,000248";"0,000137";"0,001436";"0,000190";"0,000341";"0,000000"
sconces;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
Instances;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
Simeon;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
jubilations;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
sleeve;"0,000000";"0,000621";"0,000000";"0,000000";"0,000190";"0,000000";"0,000000"
unarmed;"0,000184";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
hasty;"0,000000";"0,000000";"0,000274";"0,000798";"0,000095";"0,000000";"0,000097"
somebody’s;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
provident;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000049"
”—might;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
endeavored;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000146"
superstitiously;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000097"
illnesses;"0,000184";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
craft;"0,000369";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,002480"
Judiciously;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
Posted;"0,000000";"0,000124";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
dwarfed;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
mediums;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
coarse;"0,000000";"0,000248";"0,000549";"0,000160";"0,001138";"0,000000";"0,000049"
crags;"0,000000";"0,000000";"0,000137";"0,000000";"0,000000";"0,000000";"0,000049"
evade;"0,000000";"0,000000";"0,000000";"0,000160";"0,000000";"0,000000";"0,000097"
overlooks;"0,000000";"0,000000";"0,000137";"0,000000";"0,000000";"0,000000";"0,000000"
uncertainties;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
discover;"0,000000";"0,000372";"0,002195";"0,001276";"0,000284";"0,000000";"0,000340"
NIECE;"0,000000";"0,000000";"0,000000";"0,000160";"0,000000";"0,000000";"0,000000"
midday;"0,000000";"0,000124";"0,000000";"0,000000";"0,000190";"0,000000";"0,000049"
Theophile;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
cleaner;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
tyros;"0,000000";"0,000000";"0,000137";"0,000000";"0,000000";"0,000000";"0,000049"
sounding;"0,000553";"0,000124";"0,000137";"0,000000";"0,000284";"0,000000";"0,000632"
chancing;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000195"
appointed;"0,000369";"0,000000";"0,000000";"0,000160";"0,000853";"0,000000";"0,000146"
sulky;"0,000369";"0,000000";"0,000000";"0,000000";"0,000095";"0,001022";"0,000146"
sarse;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
fitfully;"0,000184";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000049"
cleaned;"0,000000";"0,000248";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
sulks;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
say—Look;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
luxuries;"0,000000";"0,000124";"0,000137";"0,000000";"0,000095";"0,000000";"0,000000"
sinners;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000195"
Patagonia;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000097"
expostulating;"0,000000";"0,000124";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
captivate;"0,000000";"0,000000";"0,000000";"0,000160";"0,000000";"0,000000";"0,000000"
risings;"0,000000";"0,000000";"0,000000";"0,000000";"0,000284";"0,000000";"0,000049"
knotty;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000049"
talks;"0,000000";"0,000000";"0,000137";"0,000160";"0,000000";"0,000000";"0,000049"
knuckles;"0,000000";"0,000000";"0,000000";"0,000000";"0,000190";"0,000341";"0,000000"
methodical;"0,000000";"0,000000";"0,000000";"0,000000";"0,000379";"0,000000";"0,000049"
unclasping;"0,000000";"0,000124";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
Oxford;"0,000000";"0,000372";"0,000686";"0,000160";"0,000095";"0,000000";"0,000000"
foggy;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
grinder;"0,000000";"0,000248";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
dainties;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000341";"0,000000"
toad;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
humid;"0,000000";"0,000000";"0,000137";"0,000000";"0,000000";"0,000000";"0,000000"
chisel;"0,000000";"0,000124";"0,000000";"0,000000";"0,000095";"0,000000";"0,000097"
martyrs;"0,000000";"0,000000";"0,000137";"0,000000";"0,000000";"0,000000";"0,000000"
crew’s;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000146"
beaks;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000097"
variable;"0,000000";"0,000124";"0,000137";"0,000000";"0,000000";"0,000000";"0,000000"
swordsman;"0,000000";"0,000124";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
temple;"0,000184";"0,000000";"0,000137";"0,000000";"0,000000";"0,000000";"0,000146"
signifying;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
tally;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000097"
irritated;"0,000000";"0,000000";"0,000000";"0,000160";"0,000000";"0,000341";"0,000097"
jerkingly;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
Frustrate;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
desperate;"0,000184";"0,000372";"0,000137";"0,000479";"0,000853";"0,000341";"0,000535"
saved;"0,000000";"0,001117";"0,000960";"0,000479";"0,001043";"0,000000";"0,000292"
leading;"0,000738";"0,000372";"0,000000";"0,000798";"0,000569";"0,000341";"0,000535"
winnowing;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
unjustifiable;"0,000000";"0,000000";"0,000000";"0,000319";"0,000000";"0,000000";"0,000000"
nephews;"0,000000";"0,000000";"0,000000";"0,000319";"0,000000";"0,000000";"0,000000"
saves;"0,000184";"0,000000";"0,000000";"0,000000";"0,000000";"0,000341";"0,000000"
Symphony;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000097"
gallons;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000341";"0,000243"
worshippers;"0,000184";"0,000000";"0,000000";"0,000000";"0,000190";"0,000000";"0,000097"
July;"0,000000";"0,000000";"0,000412";"0,000160";"0,000284";"0,000000";"0,000049"
utilise;"0,000000";"0,000124";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
moving;"0,000738";"0,000497";"0,000412";"0,000798";"0,001043";"0,001022";"0,000681"
marched;"0,000000";"0,000000";"0,000000";"0,000000";"0,000190";"0,000341";"0,000097"
agreement;"0,000000";"0,000000";"0,000000";"0,000479";"0,000190";"0,000000";"0,000000"
dealing;"0,000000";"0,000124";"0,000137";"0,000000";"0,000000";"0,000000";"0,000000"
farthing;"0,000000";"0,000124";"0,000000";"0,000160";"0,000095";"0,000000";"0,000097"
stoutly;"0,000000";"0,000124";"0,000000";"0,000160";"0,000000";"0,000000";"0,000097"
impetuous;"0,000000";"0,000124";"0,000137";"0,000160";"0,000095";"0,000000";"0,000000"
undetached;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
smoker’s;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
marches;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000097"
Observe;"0,000000";"0,000000";"0,000137";"0,000000";"0,000095";"0,000000";"0,000000"
levers;"0,000000";"0,000372";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
June;"0,000000";"0,000372";"0,000137";"0,000479";"0,000000";"0,000000";"0,000097"
beware;"0,000000";"0,000000";"0,000137";"0,000000";"0,000095";"0,000000";"0,000340"
forest;"0,004242";"0,000000";"0,000686";"0,000000";"0,000569";"0,000000";"0,000000"
utility;"0,000000";"0,000000";"0,000412";"0,000000";"0,000000";"0,000000";"0,000049"
“William;"0,000000";"0,000000";"0,000274";"0,000000";"0,000000";"0,000341";"0,000000"
Junk;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
occupations;"0,000000";"0,000124";"0,001646";"0,000000";"0,000284";"0,000000";"0,000000"
HATED;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000341";"0,000000"
terrorem;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
toes;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,001022";"0,000243"
fourteenth;"0,000000";"0,000124";"0,000000";"0,000000";"0,000379";"0,000000";"0,000000"
Doran;"0,000000";"0,001490";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
absolved;"0,000000";"0,000124";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
eyes—look—it;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
“Friends;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
Taken;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
toed;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000146"
Jump;"0,000000";"0,000248";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
Soft;"0,000000";"0,000000";"0,000137";"0,000000";"0,000000";"0,000000";"0,000000"
deathful;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
predictions;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000097"
weird;"0,000553";"0,000124";"0,000000";"0,000000";"0,000190";"0,000000";"0,000000"
aperture;"0,000000";"0,000372";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
legality;"0,000184";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
squalidness;"0,000000";"0,000000";"0,000274";"0,000000";"0,000000";"0,000000";"0,000000"
Indies;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000097"
warbling;"0,000000";"0,000000";"0,000137";"0,000000";"0,000000";"0,000000";"0,000049"
pathway;"0,000000";"0,000124";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
Other’s;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
deliverance;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000243"
nuptials;"0,000000";"0,000000";"0,000000";"0,000479";"0,000000";"0,000000";"0,000000"
breeze—however;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
postilion;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
historical;"0,000000";"0,000000";"0,000137";"0,000000";"0,000000";"0,000000";"0,000389"
Troil’s;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
couldn;"0,003320";"0,000124";"0,000000";"0,000000";"0,000379";"0,000000";"0,000000"
napkins;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000097"
togs;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
gibe;"0,000000";"0,000124";"0,000137";"0,000000";"0,000000";"0,000000";"0,000000"
fitness;"0,000000";"0,000000";"0,000137";"0,000000";"0,000000";"0,000000";"0,000049"
layers;"0,000000";"0,000124";"0,000000";"0,000000";"0,000000";"0,000000";"0,000146"
digressions;"0,000184";"0,000000";"0,000000";"0,000160";"0,000000";"0,000000";"0,000000"
kedger;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
surrender;"0,000553";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000243"
jostlement;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
toga;"0,000184";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
Soho;"0,000000";"0,000000";"0,000000";"0,000000";"0,001707";"0,000000";"0,000000"
attributable;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
wrote;"0,000738";"0,001738";"0,000549";"0,003350";"0,001233";"0,001022";"0,000146"
intentions;"0,000000";"0,000124";"0,000686";"0,000957";"0,000284";"0,000000";"0,000049"
blazes;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
insist;"0,000000";"0,000248";"0,000000";"0,001276";"0,000000";"0,000000";"0,000097"
layeth;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
materials;"0,000000";"0,000000";"0,000960";"0,000000";"0,000000";"0,000000";"0,000097"
“why;"0,000000";"0,000000";"0,000274";"0,000000";"0,000190";"0,000000";"0,000000"
blazed;"0,000184";"0,000000";"0,000000";"0,000000";"0,000190";"0,000000";"0,000049"
“who;"0,000000";"0,000000";"0,000000";"0,000000";"0,000190";"0,000000";"0,000097"
indignant;"0,000184";"0,000000";"0,000274";"0,000319";"0,000190";"0,000341";"0,000097"
sailing;"0,000000";"0,000497";"0,000137";"0,000000";"0,000190";"0,000000";"0,001605"
adroop;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000097"
—close;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000097"
defied;"0,000000";"0,000000";"0,000000";"0,000160";"0,000000";"0,000000";"0,000049"
Vermont;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
ventilate;"0,000000";"0,000124";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
turtles;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000682";"0,000049"
everybody’s;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
punches;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
Hole;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000341";"0,000000"
Fife;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000097"
technical;"0,000000";"0,000124";"0,000000";"0,000000";"0,000000";"0,000000";"0,000097"
baggage;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000097"
