|  | Frankenstein.txt |
| rankle | 1.1103462E-5 |
| guessed | 2.2206925E-5 |
| multifarious | 1.1103462E-5 |
| conflict | 3.3310385E-5 |
| saintly | 2.2206925E-5 |
| loudly | 1.1103462E-5 |
| rough | 2.2206925E-5 |
| squat | 1.1103462E-5 |
| reasons | 1.1103462E-5 |
| Sorrows | 3.3310385E-5 |
| imparting | 1.1103462E-5 |
| father | 0.0012546912 |
| swept | 3.3310385E-5 |
| derivative | 3.3310385E-5 |
| assistance | 4.441385E-5 |
| commerce | 1.1103462E-5 |
| Russia | 2.2206925E-5 |
| towers | 1.1103462E-5 |
| recognised | 2.2206925E-5 |
| multiplied | 1.1103462E-5 |
| wants | 3.3310385E-5 |
| moonshine | 1.1103462E-5 |
| wonder | 2.331727E-4 |
| every | 0.0011436566 |
| guiltless | 5.551731E-5 |
| Concerning | 1.1103462E-5 |
| akin | 2.2206925E-5 |
| answered | 7.772423E-5 |
| madness | 9.993116E-5 |
| again | 8.771735E-4 |
| slumbers | 1.1103462E-5 |
| Title | 1.1103462E-5 |
| chastise | 1.1103462E-5 |
| employ | 2.2206925E-5 |
| reasoning | 4.441385E-5 |
| shrivelled | 1.1103462E-5 |
| residing | 1.1103462E-5 |
| during | 5.440696E-4 |
| wisest | 1.1103462E-5 |
| degrees | 1.3324154E-4 |
| consist | 1.1103462E-5 |
| price | 2.2206925E-5 |
| jeer | 1.1103462E-5 |
| disliked | 1.1103462E-5 |
| dependent | 2.2206925E-5 |
| passionately | 1.1103462E-5 |
| briefly | 2.2206925E-5 |
| leagues | 3.3310385E-5 |
| temples | 1.1103462E-5 |
| cherish | 1.1103462E-5 |
| reduced | 3.3310385E-5 |
| swelling | 3.3310385E-5 |
| agree | 8.88277E-5 |
| imagination | 2.5537962E-4 |
| Our | 8.88277E-5 |
| welcomed | 5.551731E-5 |
| itself | 2.4427616E-4 |
| enjoyment | 9.993116E-5 |
| anyone | 9.993116E-5 |
| pride | 6.662077E-5 |
| betrayed | 2.2206925E-5 |
| prolong | 3.3310385E-5 |
| inhuman | 1.1103462E-5 |
| danced | 1.1103462E-5 |
| narrated | 1.1103462E-5 |
| distress | 3.3310385E-5 |
| “That | 5.551731E-5 |
| regions | 6.662077E-5 |
| donations | 1.3324154E-4 |
| hoped | 9.993116E-5 |
| irksome | 6.662077E-5 |
| damages | 2.2206925E-5 |
| Inflamed | 1.1103462E-5 |
| protector | 1.1103462E-5 |
| birds | 5.551731E-5 |
| uniform | 4.441385E-5 |
| Deprived | 1.1103462E-5 |
| execrated | 1.1103462E-5 |
| causes | 5.551731E-5 |
| sepulchre | 1.1103462E-5 |
| hopes | 2.5537962E-4 |
| event | 1.3324154E-4 |
| inspiriting | 1.1103462E-5 |
| witnesses | 9.993116E-5 |
| wherever | 2.2206925E-5 |
| witnessed | 1.1103462E-5 |
| finger | 2.2206925E-5 |
| established | 1.1103462E-5 |
| “‘Frankenstein | 1.1103462E-5 |
| jutting | 1.1103462E-5 |
| “‘Heaven | 1.1103462E-5 |
| multitude | 6.662077E-5 |
| inhabit | 8.88277E-5 |
| caused | 1.1103462E-4 |
| sweetness | 3.3310385E-5 |
| planks | 1.1103462E-5 |
| damaged | 1.1103462E-5 |
| cannot | 5.551731E-4 |
| alchemists | 2.2206925E-5 |
| hovered | 1.1103462E-5 |
| kinsman | 1.1103462E-5 |
| dawned | 4.441385E-5 |
| pronouncing | 2.2206925E-5 |
| Night | 3.3310385E-5 |
| relinquishing | 1.1103462E-5 |
| struggled | 5.551731E-5 |
| space | 3.3310385E-5 |
| reference | 2.2206925E-5 |
| chamber | 9.993116E-5 |
| arrange | 2.2206925E-5 |
| depart | 8.88277E-5 |
| cause—the | 1.1103462E-5 |
| instants | 1.1103462E-5 |
| bottom | 4.441385E-5 |
| “Several | 2.2206925E-5 |
| misled | 1.1103462E-5 |
| unvisited | 1.1103462E-5 |
| accidents | 5.551731E-5 |
| solicit | 2.2206925E-5 |
| disciple | 3.3310385E-5 |
| figure—her | 1.1103462E-5 |
| healed | 1.1103462E-5 |
| covered | 1.9986232E-4 |
| enticed | 1.1103462E-5 |
| bosom | 9.993116E-5 |
| Louis | 1.1103462E-5 |
| gnashing | 1.1103462E-5 |
| accorded | 2.2206925E-5 |
| arrival | 8.88277E-5 |
| frequent | 3.3310385E-5 |
| statements | 1.1103462E-5 |
| network | 1.1103462E-5 |
| holding | 1.1103462E-5 |
| trace | 9.993116E-5 |
| moments | 1.8875886E-4 |
| public | 1.5544846E-4 |
| array | 1.1103462E-5 |
| Thanks | 1.1103462E-5 |
| track | 3.3310385E-5 |
| DIRECT | 1.1103462E-5 |
| procure | 1.1103462E-4 |
| Holland | 1.1103462E-5 |
| enslave | 1.1103462E-5 |
| Woolwich | 1.1103462E-5 |
| constructed | 3.3310385E-5 |
| thirsted | 2.2206925E-5 |
| stifle | 2.2206925E-5 |
| trader | 1.1103462E-5 |
| charging | 1.1103462E-5 |
| resources | 2.2206925E-5 |
| unheard | 1.1103462E-5 |
| blooming | 4.441385E-5 |
| crept | 7.772423E-5 |
| trade | 2.2206925E-5 |
| round | 1.2213808E-4 |
| Adam’s | 1.1103462E-5 |
| Tell | 2.2206925E-5 |
| insisted | 2.2206925E-5 |
| unveiled | 1.1103462E-5 |
| ennui | 1.1103462E-5 |
| horses | 3.3310385E-5 |
| paternal | 1.1103462E-5 |
| Andrew’s | 1.1103462E-5 |
| hurries | 1.1103462E-5 |
| references | 2.2206925E-5 |
| ephemeral | 1.1103462E-5 |
| accuracy | 2.2206925E-5 |
| redistribution | 1.1103462E-5 |
| “How | 5.551731E-5 |
| building | 1.1103462E-5 |
| setting | 5.551731E-5 |
| isle | 2.2206925E-5 |
| precipice | 2.2206925E-5 |
| scorn | 3.3310385E-5 |
| improbable | 1.1103462E-5 |
| ran | 7.772423E-5 |
| sails | 2.2206925E-5 |
| “‘Enter | 1.1103462E-5 |
| younger | 9.993116E-5 |
| withered | 1.1103462E-5 |
| redistributing | 1.1103462E-5 |
| delight—his | 1.1103462E-5 |
| hurried | 7.772423E-5 |
| encountering | 2.2206925E-5 |
| Author | 1.1103462E-5 |
| endure | 1.9986232E-4 |
| southern | 3.3310385E-5 |
| —in | 1.1103462E-5 |
| desiring | 2.2206925E-5 |
| throat | 3.3310385E-5 |
| wherefore | 2.2206925E-5 |
| Beyond | 1.1103462E-5 |
| robbed | 1.1103462E-5 |
| posted | 5.551731E-5 |
| kindliness | 1.1103462E-5 |
| omnipotent | 3.3310385E-5 |
| French | 6.662077E-5 |
| nightly | 1.1103462E-5 |
| cruellest | 1.1103462E-5 |
| aspect | 7.772423E-5 |
| barbarity | 2.2206925E-5 |
| breathed | 4.441385E-5 |
| indulgence | 3.3310385E-5 |
| pulled | 1.1103462E-5 |
| fanciful | 1.1103462E-5 |
| unkindness | 1.1103462E-5 |
| cypress | 1.1103462E-5 |
| oppression | 2.2206925E-5 |
| desperation | 1.1103462E-5 |
| dissect | 1.1103462E-5 |
| calling | 2.2206925E-5 |
| qualities | 6.662077E-5 |
| frankness | 1.1103462E-5 |
| Drance | 1.1103462E-5 |
| astonishment | 6.662077E-5 |
| moved | 1.5544846E-4 |
| Lives | 2.2206925E-5 |
| Creator | 2.2206925E-5 |
| languor | 3.3310385E-5 |
| red | 1.1103462E-5 |
| act | 1.1103462E-4 |
| Kirwin’s | 1.1103462E-5 |
| magnificence | 2.2206925E-5 |
| finish | 4.441385E-5 |
| helped | 1.1103462E-5 |
| morrow | 4.441385E-5 |
| add | 4.441385E-5 |
| dreaming | 1.1103462E-5 |
| escapes | 1.1103462E-5 |
| assistants | 1.1103462E-5 |
| amend | 1.1103462E-5 |
| Perth | 3.3310385E-5 |
| unbelief | 1.1103462E-5 |
| consent | 1.3324154E-4 |
| benevolent | 1.5544846E-4 |
| helpless | 4.441385E-5 |
| escaped | 7.772423E-5 |
| mutual | 5.551731E-5 |
| ruins | 2.2206925E-5 |
| begged | 1.1103462E-5 |
| therefore | 4.108281E-4 |
| exchange | 1.1103462E-5 |
| nourishment | 3.3310385E-5 |
| groans | 5.551731E-5 |
| trust | 6.662077E-5 |
| unwearied | 1.1103462E-5 |
| overtake | 1.1103462E-5 |
| prevent | 6.662077E-5 |
| Paracelsus | 4.441385E-5 |
| happiness | 5.440696E-4 |
| Krempe | 9.993116E-5 |
| sorry | 3.3310385E-5 |
| scope | 4.441385E-5 |
| incapable | 4.441385E-5 |
| Return | 1.1103462E-5 |
| Rhone | 2.2206925E-5 |
| ghastly | 3.3310385E-5 |
| northeast | 2.2206925E-5 |
| discovered—” | 1.1103462E-5 |
| recorded | 3.3310385E-5 |
| truth | 1.44345E-4 |
| “You | 2.1096578E-4 |
| exempt | 3.3310385E-5 |
| age | 1.3324154E-4 |
| shoulders | 1.1103462E-5 |
| incantations | 1.1103462E-5 |
| tendency | 1.1103462E-5 |
| ago | 7.772423E-5 |
| overlooked | 1.1103462E-5 |
| faulty | 1.1103462E-5 |
| accessed | 1.1103462E-5 |
| faults | 1.1103462E-5 |
| years | 4.885523E-4 |
| gestures | 3.3310385E-5 |
| disappointment | 7.772423E-5 |
| defect | 2.2206925E-5 |
| muscles | 3.3310385E-5 |
| decline | 4.441385E-5 |
| strangely | 4.441385E-5 |
| spoiler | 1.1103462E-5 |
| Catholic | 1.1103462E-5 |
| carelessness | 3.3310385E-5 |
| 6221541 | 1.1103462E-5 |
| guise | 2.2206925E-5 |
| system | 2.2206925E-5 |
| months’ | 1.1103462E-5 |
| hairs | 3.3310385E-5 |
| spot | 2.2206924E-4 |
| defects | 1.1103462E-5 |
| animated | 7.772423E-5 |
| AGREE | 2.2206925E-5 |
| mighty | 1.44345E-4 |
| presenting | 1.1103462E-5 |
| aid | 1.1103462E-4 |
| repugnance | 3.3310385E-5 |
| other | 9.660012E-4 |
| slough | 1.1103462E-5 |
| aim | 2.2206925E-5 |
| negligently | 1.1103462E-5 |
| Blasted | 1.1103462E-5 |
| uncommonly | 1.1103462E-5 |
| uncle | 7.772423E-5 |
| retain | 1.1103462E-5 |
| Haines | 2.2206925E-5 |
| HAVE | 1.1103462E-5 |
| air | 2.9979346E-4 |
| —the | 1.1103462E-5 |
| crew | 1.1103462E-5 |
| defeat | 1.1103462E-5 |
| Havre | 1.1103462E-5 |
| steadily | 1.1103462E-5 |
| whitewashed | 1.1103462E-5 |
| Naples | 1.1103462E-5 |
| electronic | 2.9979346E-4 |
| speak | 1.6655194E-4 |
| unsolicited | 1.1103462E-5 |
| sacred | 1.1103462E-5 |
| endeared | 1.1103462E-5 |
| tender | 1.1103462E-5 |
| craving | 1.1103462E-5 |
| Believe | 1.1103462E-5 |
| horrors | 6.662077E-5 |
| spoiled | 1.1103462E-5 |
| meditate | 2.2206925E-5 |
| meantime | 9.993116E-5 |
| boat | 1.8875886E-4 |
| undeceive | 1.1103462E-5 |
| fiend—“ | 1.1103462E-5 |
| recollect | 4.441385E-5 |
| tended | 1.1103462E-5 |
| Godwin | 4.441385E-5 |
| preceptors | 1.1103462E-5 |
| future | 2.331727E-4 |
| Agatha | 2.4427616E-4 |
| creature’s | 2.2206925E-5 |
| remains—revenge | 1.1103462E-5 |
| DONATIONS | 1.1103462E-5 |
| alleging | 2.2206925E-5 |
| firesides | 1.1103462E-5 |
| unquenched | 1.1103462E-5 |
| impressed | 8.88277E-5 |
| Cenis | 1.1103462E-5 |
| tolerable | 1.1103462E-5 |
| reigned | 1.1103462E-5 |
| body | 2.5537962E-4 |
| commenced | 7.772423E-5 |
| latterly | 1.1103462E-5 |
| mode | 5.551731E-5 |
| amongst | 1.1103462E-5 |
| Arabic | 2.2206925E-5 |
| thoughtlessly | 1.1103462E-5 |
| symmetry | 1.1103462E-5 |
| insect | 2.2206925E-5 |
| degenerating—of | 1.1103462E-5 |
| mountaineers | 1.1103462E-5 |
| exultation | 3.3310385E-5 |
| Numa | 1.1103462E-5 |
| commences | 1.1103462E-5 |
| all | 0.002287313 |
| always | 2.6648308E-4 |
| abhorrence | 6.662077E-5 |
| already | 3.6641426E-4 |
| conducted | 6.662077E-5 |
| applicable | 3.3310385E-5 |
| devouring | 3.3310385E-5 |
| strangers | 4.441385E-5 |
| expense | 1.1103462E-5 |
| maintaining | 1.1103462E-5 |
| alas | 1.1103462E-5 |
| tremulous | 1.1103462E-5 |
| Frankenstein—more | 1.1103462E-5 |
| mock | 4.441385E-5 |
| rifts | 2.2206925E-5 |
| wrecked | 2.2206925E-5 |
| prayers | 1.1103462E-5 |
| tolerably | 1.1103462E-5 |
| overjoyed | 1.1103462E-5 |
| toiled | 1.1103462E-5 |
| rob | 3.3310385E-5 |
| retrod | 1.1103462E-5 |
| verdant | 2.2206925E-5 |
| lamented | 1.1103462E-5 |
| strangest | 1.1103462E-5 |
| favour | 6.662077E-5 |
| simpler | 2.2206925E-5 |
| weakness | 3.3310385E-5 |
| and | 0.033243764 |
| snows | 3.3310385E-5 |
| hapless | 2.2206925E-5 |
| row | 1.1103462E-5 |
| chemist | 1.1103462E-5 |
| snowy | 7.772423E-5 |
| casement | 1.1103462E-5 |
| another’s | 1.1103462E-5 |
| guilt | 1.1103462E-4 |
| abroad | 3.3310385E-5 |
| blossom | 1.1103462E-5 |
| assassinated | 1.1103462E-5 |
| any | 0.0012991051 |
| reverses | 1.1103462E-5 |
| Forgive | 1.1103462E-5 |
| suggested | 2.2206925E-5 |
| compilation | 1.1103462E-5 |
| communicated | 6.662077E-5 |
| unhallowed | 4.441385E-5 |
| until | 5.7738E-4 |
| dull | 2.2206925E-5 |
| expanding | 1.1103462E-5 |
| thought | 8.216562E-4 |
| accurate | 1.1103462E-5 |
| prosecution | 2.2206925E-5 |
| taste | 5.551731E-5 |
| anywhere | 2.2206925E-5 |
| cake | 1.1103462E-5 |
| Sweet | 1.1103462E-5 |
| hired | 7.772423E-5 |
| poverty | 1.1103462E-4 |
| lightning | 4.441385E-5 |
| devoted | 1.5544846E-4 |
| broke | 5.551731E-5 |
| apt | 1.1103462E-5 |
| spirits | 3.4420734E-4 |
| Make | 1.1103462E-5 |
| Covered | 1.1103462E-5 |
| 000 | 1.1103462E-5 |
| warranties | 1.1103462E-5 |
| pathetic | 1.1103462E-5 |
| tyrants | 1.1103462E-5 |
| calculations | 1.1103462E-5 |
| corruption | 3.3310385E-5 |
| succeeded | 8.88277E-5 |
| Coupar | 1.1103462E-5 |
| increased | 1.3324154E-4 |
| 99712 | 1.1103462E-5 |
| impotent | 2.2206925E-5 |
| Natural | 1.1103462E-5 |
| inspiring | 1.1103462E-5 |
| increases | 1.1103462E-5 |
| cried | 1.6655194E-4 |
| diversity | 1.1103462E-5 |
| curdles | 1.1103462E-5 |
| are | 0.0020874508 |
| came | 4.663454E-4 |
| grace | 2.2206925E-5 |
| patience | 3.3310385E-5 |
| visions | 5.551731E-5 |
| captive | 1.1103462E-5 |
| where | 8.6607004E-4 |
| Many | 3.3310385E-5 |
| coarser | 1.1103462E-5 |
| stirred | 3.3310385E-5 |
| arm | 6.662077E-5 |
| retard | 1.1103462E-5 |
| “Having | 1.1103462E-5 |
| pglaf | 7.772423E-5 |
| friendless | 2.2206925E-5 |
| art | 7.772423E-5 |
| vice | 8.88277E-5 |
| esteem | 3.3310385E-5 |
| thoughtful | 1.1103462E-5 |
| Arabian | 1.44345E-4 |
| inferiors | 1.1103462E-5 |
| holder | 4.441385E-5 |
| suppress | 2.2206925E-5 |
| call | 1.44345E-4 |
| calm | 2.2206924E-4 |
| Several | 6.662077E-5 |
| Sleep | 1.1103462E-5 |
| allurements | 1.1103462E-5 |
| ask | 1.1103462E-4 |
| rapture | 4.441385E-5 |
| theories | 1.1103462E-5 |
| relations | 4.441385E-5 |
| serene | 7.772423E-5 |
| slaked | 1.1103462E-5 |
| through | 5.1075924E-4 |
| ass | 2.2206925E-5 |
| becoming | 4.441385E-5 |
| engagement | 2.2206925E-5 |
| strength | 1.6655194E-4 |
| disregard | 1.1103462E-5 |
| dusk | 1.1103462E-5 |
| officer | 1.1103462E-5 |
| offices | 1.1103462E-5 |
| towering | 1.1103462E-5 |
| justified | 2.2206925E-5 |
| run | 2.2206925E-5 |
| festering | 1.1103462E-5 |
| mother | 3.4420734E-4 |
| extinguish | 7.772423E-5 |
| view | 1.6655194E-4 |
| ate | 4.441385E-5 |
| ours | 1.1103462E-5 |
| yourself | 3.1089692E-4 |
| Look | 2.2206925E-5 |
| donate | 4.441385E-5 |
| results | 2.2206925E-5 |
| dust | 4.441385E-5 |
| defiance | 1.1103462E-5 |
| travelling | 1.1103462E-5 |
| palace | 1.1103462E-5 |
| mole | 2.2206925E-5 |
| bold | 2.2206925E-5 |
| overlooking | 1.1103462E-5 |
| consecrate | 2.2206925E-5 |
| agitation | 1.5544846E-4 |
| volunteer | 1.1103462E-5 |
| name | 1.776554E-4 |
| mourn | 3.3310385E-5 |
| bolt | 2.2206925E-5 |
| Domain | 1.1103462E-5 |
| benefits | 1.1103462E-5 |
| truce | 1.1103462E-5 |
| considerateness | 1.1103462E-5 |
| describe—gigantic | 1.1103462E-5 |
| mood | 2.2206925E-5 |
| mercenary | 1.1103462E-5 |
| novelty | 1.1103462E-5 |
| reflections | 1.776554E-4 |
| absence | 7.772423E-5 |
| book | 6.662077E-5 |
| approaching | 3.3310385E-5 |
| edition | 1.1103462E-5 |
| caprices | 1.1103462E-5 |
| southwards | 3.3310385E-5 |
| defend | 2.2206925E-5 |
| inapplicable | 1.1103462E-5 |
| Mary | 4.441385E-5 |
| sympathies | 3.3310385E-5 |
| resting | 2.2206925E-5 |
| introduce | 1.1103462E-5 |
| bone | 1.1103462E-5 |
| seating | 1.1103462E-5 |
| awe | 2.2206925E-5 |
| discourse | 3.3310385E-5 |
| pleasurable | 2.2206925E-5 |
| recurred | 3.3310385E-5 |
| duty | 1.2213808E-4 |
| cape | 1.1103462E-5 |
| “Poor | 1.1103462E-5 |
| bedewed | 1.1103462E-5 |
| leader | 1.1103462E-5 |
| yard | 1.1103462E-5 |
| dangers | 5.551731E-5 |
| father’s | 2.331727E-4 |
| usage | 1.1103462E-5 |
| WARRANTIES | 2.2206925E-5 |
| collected | 1.1103462E-4 |
| unremitting | 3.3310385E-5 |
| Savoy | 1.1103462E-5 |
| cast | 1.3324154E-4 |
| subscribed | 1.1103462E-5 |
| anxious | 5.551731E-5 |
| Nought | 1.1103462E-5 |
| northerly | 1.1103462E-5 |
| broad | 2.2206925E-5 |
| truly | 5.551731E-5 |
| greater | 2.7758654E-4 |
| elevate | 1.1103462E-5 |
| case | 9.993116E-5 |
| creaking | 1.1103462E-5 |
| generation | 2.2206925E-5 |
| admired | 3.3310385E-5 |
| oppressive | 3.3310385E-5 |
| images | 4.441385E-5 |
| emigration | 1.1103462E-5 |
| affections | 8.88277E-5 |
| outhouse | 1.1103462E-5 |
| longing | 1.1103462E-5 |
| miraculous | 2.2206925E-5 |
| moon | 2.331727E-4 |
| imaged | 1.1103462E-5 |
| failing | 4.441385E-5 |
| excessive | 3.3310385E-5 |
| flesh | 4.441385E-5 |
| card | 1.1103462E-5 |
| care | 2.4427616E-4 |
| glaciers | 3.3310385E-5 |
| damage | 1.1103462E-5 |
| tolerated | 1.1103462E-5 |
| feminine | 2.2206925E-5 |
| fulfilled | 7.772423E-5 |
| exercise | 6.662077E-5 |
| act—I | 1.1103462E-5 |
| labour | 1.44345E-4 |
| cramped | 1.1103462E-5 |
| exhilarated | 1.1103462E-5 |
| seldom | 6.662077E-5 |
| glorious | 6.662077E-5 |
| dared | 2.1096578E-4 |
| protect | 5.551731E-5 |
| vile | 1.1103462E-5 |
| “‘May | 1.1103462E-5 |
| cooking | 1.1103462E-5 |
| luxuriances | 1.1103462E-5 |
| Lost | 2.2206925E-5 |
| alighting | 1.1103462E-5 |
| more | 0.0018098643 |
| dauntless | 2.2206925E-5 |
| born | 4.441385E-5 |
| display | 1.1103462E-5 |
| deathbed | 1.1103462E-5 |
| kill | 2.2206925E-5 |
| distressing | 1.1103462E-5 |
| conductor | 1.1103462E-5 |
| bore | 7.772423E-5 |
| inaccurate | 1.1103462E-5 |
| beings | 2.4427616E-4 |
| disorder | 2.2206925E-5 |
| “that | 3.3310385E-5 |
| chastened | 1.1103462E-5 |
| painters | 1.1103462E-5 |
| parted | 1.1103462E-5 |
| ices | 2.2206925E-5 |
| accounts | 3.3310385E-5 |
| momentarily | 2.2206925E-5 |
| spurn | 2.2206925E-5 |
| Sanskrit | 1.1103462E-5 |
| habits | 4.441385E-5 |
| Beautiful | 1.1103462E-5 |
| tyranny | 1.1103462E-5 |
| bidding | 1.1103462E-5 |
| simple | 7.772423E-5 |
| alleviate | 1.1103462E-5 |
| endued | 5.551731E-5 |
| smitten | 1.1103462E-5 |
| northwards | 2.2206925E-5 |
| Robert | 1.1103462E-5 |
| talent | 4.441385E-5 |
| INCLUDING | 1.1103462E-5 |
| Mission | 1.1103462E-5 |
| described | 7.772423E-5 |
| kneeling | 1.1103462E-5 |
| speculation | 1.1103462E-5 |
| Produced | 2.2206925E-5 |
| cave | 1.1103462E-5 |
| pronunciation | 1.1103462E-5 |
| king | 2.2206925E-5 |
| kind | 3.6641426E-4 |
| Yesterday | 1.1103462E-5 |
| tumult | 4.441385E-5 |
| supposition | 2.2206925E-5 |
| traces | 2.2206925E-5 |
| exquisitely | 1.1103462E-5 |
| clings | 3.3310385E-5 |
| both | 1.1103462E-4 |
| meanly | 1.1103462E-5 |
| most | 9.882081E-4 |
| “Yes | 2.2206925E-5 |
| transfer | 1.1103462E-5 |
| contumely | 1.1103462E-5 |
| “Yet | 3.3310385E-5 |
| affection | 4.4413848E-4 |
| proceeded— | 1.1103462E-5 |
| purpose—a | 1.1103462E-5 |
| ascertain | 1.1103462E-5 |
| Windsor | 2.2206925E-5 |
| affecting | 2.2206925E-5 |
| decorations | 1.1103462E-5 |
| forbid | 2.2206925E-5 |
| inglorious | 1.1103462E-5 |
| causing | 1.1103462E-5 |
| consummation | 4.441385E-5 |
| patient | 2.2206925E-5 |
| sad | 1.1103462E-4 |
| traced | 1.1103462E-5 |
| mentioned | 7.772423E-5 |
| profit | 1.1103462E-5 |
| sensations—they | 1.1103462E-5 |
| move | 9.993116E-5 |
| disclosed | 2.2206925E-5 |
| sat | 2.7758654E-4 |
| saw | 0.0010437254 |
| earnestly | 6.662077E-5 |
| also | 7.5503543E-4 |
| say | 2.5537962E-4 |
| cloudless | 4.441385E-5 |
| enough | 1.3324154E-4 |
| increase | 5.551731E-5 |
| spread | 4.441385E-5 |
| REPLACEMENT | 1.1103462E-5 |
| educated | 3.3310385E-5 |
| latter | 1.44345E-4 |
| treating | 1.1103462E-5 |
| simply | 1.1103462E-5 |
| bad | 1.1103462E-5 |
| facile | 1.1103462E-5 |
| reflected | 1.6655194E-4 |
| depraved | 2.2206925E-5 |
| assemblage | 2.2206925E-5 |
| awake | 3.3310385E-5 |
| kiss | 1.1103462E-5 |
| retrospect | 1.1103462E-5 |
| suffer | 1.2213808E-4 |
| bat | 1.1103462E-5 |
| portend | 1.1103462E-5 |
| drowned | 1.1103462E-5 |
| harrowing | 2.2206925E-5 |
| prophesied | 1.1103462E-5 |
| disasters | 1.1103462E-5 |
| Harmony | 1.1103462E-5 |
| personal | 2.2206925E-5 |
| artery | 1.1103462E-5 |
| angry | 2.2206925E-5 |
| symptoms | 3.3310385E-5 |
| globe | 2.2206925E-5 |
| delay | 8.88277E-5 |
| violates | 1.1103462E-5 |
| chemical | 6.662077E-5 |
| greatly | 1.3324154E-4 |
| victorious | 1.1103462E-5 |
| strong | 7.772423E-5 |
| deal | 1.1103462E-5 |
| accursed | 3.3310385E-5 |
| dead | 2.5537962E-4 |
| moulding | 1.1103462E-5 |
| “Last | 1.1103462E-5 |
| eyes | 0.00115476 |
| ministers | 2.2206925E-5 |
| sea | 3.553108E-4 |
| proves | 1.1103462E-5 |
| amuse | 2.2206925E-5 |
| proved | 6.662077E-5 |
| see | 5.6627655E-4 |
| honoured | 1.1103462E-5 |
| Petersburgh | 3.3310385E-5 |
| peeping | 1.1103462E-5 |
| effectual | 1.1103462E-5 |
| “God | 1.1103462E-5 |
| dear | 7.2172505E-4 |
| compared | 2.2206925E-5 |
| completion | 5.551731E-5 |
| set | 2.331727E-4 |
| unabated | 1.1103462E-5 |
| joined | 6.662077E-5 |
| sex | 1.1103462E-5 |
| “Begone | 2.2206925E-5 |
| loitered | 2.2206925E-5 |
| admiration | 1.5544846E-4 |
| ‘Let | 1.1103462E-5 |
| WARRANTY | 2.2206925E-5 |
| vicinity | 1.1103462E-5 |
| river | 1.3324154E-4 |
| earnest | 3.3310385E-5 |
| eyed | 1.1103462E-5 |
| astonished | 3.3310385E-5 |
| bed | 1.6655194E-4 |
| beauty | 2.9979346E-4 |
| superhuman | 1.1103462E-5 |
| beg | 2.2206925E-5 |
| deposited | 1.1103462E-5 |
| deck | 8.88277E-5 |
| shipping | 1.1103462E-5 |
| shunned | 3.3310385E-5 |
| useless | 9.993116E-5 |
| discharge | 1.1103462E-5 |
| sophisms | 1.1103462E-5 |
| wavering | 1.1103462E-5 |
| faded | 1.1103462E-5 |
| insupportable | 3.3310385E-5 |
| suspicious | 1.1103462E-5 |
| complain | 1.1103462E-5 |
| zeal | 4.441385E-5 |
| she | 0.0020097266 |
| lessened | 2.2206925E-5 |
| vines | 4.441385E-5 |
| resumed | 2.2206925E-5 |
| little | 6.106904E-4 |
| deer | 2.2206925E-5 |
| preyed | 4.441385E-5 |
| deep | 1.9986232E-4 |
| humane | 1.1103462E-5 |
| confined | 7.772423E-5 |
| perpendicular | 2.2206925E-5 |
| deletions | 1.1103462E-5 |
| forgive | 3.3310385E-5 |
| deem | 1.1103462E-5 |
| Scotland | 5.551731E-5 |
| capable | 1.5544846E-4 |
| explained | 5.551731E-5 |
| deed | 5.551731E-5 |
| getting | 1.1103462E-5 |
| appalling | 5.551731E-5 |
| await | 2.2206925E-5 |
| unfair | 2.2206925E-5 |
| confines | 2.2206925E-5 |
| sir | 6.662077E-5 |
| rippling | 1.1103462E-5 |
| mortification | 1.1103462E-5 |
| sit | 2.2206925E-5 |
| over | 6.2179385E-4 |
| brilliant | 1.1103462E-5 |
| practical | 3.3310385E-5 |
| living | 9.993116E-5 |
| six | 1.1103462E-5 |
| sanguinary | 2.2206925E-5 |
| bound | 1.8875886E-4 |
| embers | 3.3310385E-5 |
| frowns | 1.1103462E-5 |
| instigated | 3.3310385E-5 |
| Agrippa | 8.88277E-5 |
| avoid | 6.662077E-5 |
| fresh | 1.2213808E-4 |
| bid | 2.2206925E-5 |
| uttered | 9.993116E-5 |
| comprehensive | 1.1103462E-5 |
| Vegetables | 1.1103462E-5 |
| select | 1.1103462E-5 |
| advanced | 1.44345E-4 |
| nations | 1.1103462E-5 |
| unfolded | 2.2206925E-5 |
| slaughter | 2.2206925E-5 |
| improved | 8.88277E-5 |
| thanks | 2.2206925E-5 |
| convinced | 9.993116E-5 |
| recognise | 1.1103462E-5 |
| beside | 7.772423E-5 |
| model | 1.1103462E-5 |
| fettered | 1.1103462E-5 |
| animals | 4.441385E-5 |
