|  | Frankenstein.txt |
| croaking | 1.1103462E-5 |
| framed | 1.1103462E-5 |
| wasted | 3.3310385E-5 |
| unsocial | 1.1103462E-5 |
| calculate | 1.1103462E-5 |
| sorrowing | 1.1103462E-5 |
| prison | 1.44345E-4 |
| sister | 2.7758654E-4 |
| everlasting | 5.551731E-5 |
| devices | 1.1103462E-5 |
| thoughtfulness | 1.1103462E-5 |
| Daniel | 3.3310385E-5 |
| analysis | 1.1103462E-5 |
| lion | 1.1103462E-5 |
| apparent | 5.551731E-5 |
| seizing | 1.1103462E-5 |
| dawn | 4.441385E-5 |
| enlightened | 3.3310385E-5 |
| “Geneva | 3.3310385E-5 |
| wine | 1.1103462E-5 |
| wind | 2.9979346E-4 |
| presumption | 3.3310385E-5 |
| revived | 3.3310385E-5 |
| arrives | 1.1103462E-5 |
| folly | 2.2206925E-5 |
| flight | 4.441385E-5 |
| harbour | 3.3310385E-5 |
| airy | 2.2206925E-5 |
| carriage | 3.3310385E-5 |
| airs | 3.3310385E-5 |
| acquitted | 2.2206925E-5 |
| obedient | 1.1103462E-5 |
| concluded | 4.441385E-5 |
| achieve | 1.1103462E-5 |
| yellow | 4.441385E-5 |
| talking | 2.2206925E-5 |
| alleged | 1.1103462E-5 |
| afflicted | 2.2206925E-5 |
| arrived | 3.220004E-4 |
| slothful | 1.1103462E-5 |
| fervent | 2.2206925E-5 |
| licensed | 1.1103462E-5 |
| cows | 1.1103462E-5 |
| scraggy | 1.1103462E-5 |
| forests | 1.1103462E-5 |
| plentiful | 4.441385E-5 |
| wipe | 1.1103462E-5 |
| foliage | 2.2206925E-5 |
| lips | 1.8875886E-4 |
| overwhelm | 2.2206925E-5 |
| blue | 1.2213808E-4 |
| speaks | 2.2206925E-5 |
| “This | 8.88277E-5 |
| days | 5.551731E-4 |
| echoed | 2.2206925E-5 |
| combined | 4.441385E-5 |
| disguise | 1.1103462E-5 |
| faces | 6.662077E-5 |
| imperial | 1.1103462E-5 |
| liberal | 1.1103462E-5 |
| renders | 4.441385E-5 |
| harmony | 2.2206925E-5 |
| genial | 2.2206925E-5 |
| chill | 3.3310385E-5 |
| shuddered | 5.551731E-5 |
| obdurate | 1.1103462E-5 |
| wish | 2.6648308E-4 |
| deadly | 6.662077E-5 |
| belonging | 4.441385E-5 |
| incredulity | 1.1103462E-5 |
| wise | 1.1103462E-5 |
| exceed | 3.3310385E-5 |
| thirsting | 1.1103462E-5 |
| conversation | 1.9986232E-4 |
| Unless | 2.2206925E-5 |
| inquisitive | 2.2206925E-5 |
| dismount | 1.1103462E-5 |
| roared | 3.3310385E-5 |
| inquirer | 1.1103462E-5 |
| distemper—Elizabeth | 1.1103462E-5 |
| vicious | 3.3310385E-5 |
| invitation | 1.1103462E-5 |
| pay | 4.441385E-5 |
| especial | 2.2206925E-5 |
| European | 2.2206925E-5 |
| list | 3.3310385E-5 |
| strange | 3.4420734E-4 |
| ventures | 1.1103462E-5 |
| About | 7.772423E-5 |
| inquired | 5.551731E-5 |
| ‘monster | 1.1103462E-5 |
| Chemistry | 1.1103462E-5 |
| Dear | 3.3310385E-5 |
| external | 1.1103462E-5 |
| darkened | 3.3310385E-5 |
| fated | 1.1103462E-5 |
| circumstance | 1.1103462E-4 |
| sinking | 2.2206925E-5 |
| scenes | 1.776554E-4 |
| vanquished | 1.1103462E-5 |
| claims | 1.1103462E-5 |
| folks | 1.1103462E-5 |
| paramount | 1.1103462E-5 |
| onwards | 1.1103462E-5 |
| creature | 4.663454E-4 |
| child | 3.6641426E-4 |
| evinced | 1.1103462E-5 |
| irresolution | 1.1103462E-5 |
| sister—the | 1.1103462E-5 |
| chink | 2.2206925E-5 |
| “They | 3.3310385E-5 |
| instrument | 8.88277E-5 |
| medium | 6.662077E-5 |
| “‘Great | 1.1103462E-5 |
| remove | 4.441385E-5 |
| wisdom | 3.3310385E-5 |
| fatal | 8.88277E-5 |
| starvation | 2.2206925E-5 |
| Over | 1.1103462E-5 |
| confinement | 1.1103462E-5 |
| treasure | 2.2206925E-5 |
| live | 2.6648308E-4 |
| ventured | 3.3310385E-5 |
| victory | 1.1103462E-5 |
| perform | 7.772423E-5 |
| peak | 1.1103462E-5 |
| with | 0.007816837 |
| furtherance | 1.1103462E-5 |
| service | 3.3310385E-5 |
| pervaded | 1.1103462E-5 |
| there | 6.884147E-4 |
| “Ancient | 2.2206925E-5 |
| “Then | 1.1103462E-5 |
| hopeless | 3.3310385E-5 |
| 4557 | 1.1103462E-5 |
| relieved—for | 1.1103462E-5 |
| cheerfulness | 4.441385E-5 |
| monuments | 1.1103462E-5 |
| Nay | 4.441385E-5 |
| License | 1.1103462E-4 |
| invisible | 3.3310385E-5 |
| throats | 1.1103462E-5 |
| affords | 1.1103462E-5 |
| harnessed | 1.1103462E-5 |
| heroes | 4.441385E-5 |
| precipitated | 1.1103462E-5 |
| pen | 1.1103462E-5 |
| ribbons | 1.1103462E-5 |
| revive | 4.441385E-5 |
| ceased | 1.2213808E-4 |
| period | 1.776554E-4 |
| proceed | 8.88277E-5 |
| fruitlessly | 1.1103462E-5 |
| impertinent | 1.1103462E-5 |
| extremest | 2.2206925E-5 |
| acorns | 2.2206925E-5 |
| birth | 8.88277E-5 |
| confirmation | 2.2206925E-5 |
| slowly | 3.3310385E-5 |
| monarchies | 1.1103462E-5 |
| recurrence | 1.1103462E-5 |
| inquietude | 1.1103462E-5 |
| ever | 8.993804E-4 |
| assisted | 3.3310385E-5 |
| imaginations | 3.3310385E-5 |
| promontory | 4.441385E-5 |
| Elizabeth | 9.326908E-4 |
| draught | 2.2206925E-5 |
| even | 9.104839E-4 |
| assumed | 5.551731E-5 |
| vacancy | 2.2206925E-5 |
| imprecate | 1.1103462E-5 |
| eBook | 6.662077E-5 |
| engaged | 1.9986232E-4 |
| doubted | 3.3310385E-5 |
| folds | 2.2206925E-5 |
| desolating | 1.1103462E-5 |
| rashly | 3.3310385E-5 |
| physiognomy | 2.2206925E-5 |
| lustrous | 2.2206925E-5 |
| irregular | 2.2206925E-5 |
| kinds | 2.2206925E-5 |
| indicating | 2.2206925E-5 |
| disgusted | 1.1103462E-5 |
| engages | 1.1103462E-5 |
| injured | 1.1103462E-5 |
| archangel | 1.1103462E-5 |
| tainted | 1.1103462E-5 |
| betook | 1.1103462E-5 |
| Among | 2.2206925E-5 |
| violence | 1.1103462E-4 |
| injurer | 1.1103462E-5 |
| desolation | 6.662077E-5 |
| attributed | 4.441385E-5 |
| bought | 3.3310385E-5 |
| apprehended | 1.1103462E-5 |
| impressions | 1.1103462E-5 |
| denounce | 1.1103462E-5 |
| blessing—what | 1.1103462E-5 |
| verge | 1.1103462E-5 |
| Beloved | 2.2206925E-5 |
| ineffectual | 4.441385E-5 |
| retains | 1.1103462E-5 |
| intermixed | 1.1103462E-5 |
| imposed | 2.2206925E-5 |
| overcast | 1.1103462E-5 |
| arrow | 1.1103462E-5 |
| appropriated | 1.1103462E-5 |
| reign | 1.1103462E-5 |
| Haunted | 1.1103462E-5 |
| manner | 3.4420734E-4 |
| pig | 1.1103462E-5 |
| judgment | 4.441385E-5 |
| stock | 3.3310385E-5 |
| sloping | 2.2206925E-5 |
| terror | 1.1103462E-4 |
| accumulation | 2.2206925E-5 |
| everyone | 1.1103462E-5 |
| heroic | 2.2206925E-5 |
| tertiary | 1.1103462E-5 |
| kings | 1.1103462E-5 |
| strengthened | 1.1103462E-5 |
| Elizabeth—and | 1.1103462E-5 |
| Three | 1.1103462E-5 |
| Falkland | 1.1103462E-5 |
| snow | 1.6655194E-4 |
| evil | 2.4427616E-4 |
| rarely | 1.1103462E-5 |
| Genevan | 1.1103462E-5 |
| seclusion | 1.1103462E-5 |
| interment | 2.2206925E-5 |
| agitates | 2.2206925E-5 |
| rising | 8.88277E-5 |
| prisoner | 1.1103462E-5 |
| cause | 3.8862118E-4 |
| acquittal | 1.1103462E-5 |
| despise | 2.2206925E-5 |
| maddening | 2.2206925E-5 |
| agitated | 7.772423E-5 |
| vulgar | 1.1103462E-5 |
| intended | 6.662077E-5 |
| attending | 4.441385E-5 |
| design | 6.662077E-5 |
| working | 2.2206925E-5 |
| dismally | 1.1103462E-5 |
| explanations | 1.1103462E-5 |
| victim | 1.776554E-4 |
| redeem | 2.2206925E-5 |
| saddest | 1.1103462E-5 |
| Through | 3.3310385E-5 |
| department | 1.1103462E-5 |
| allude | 3.3310385E-5 |
| murderess | 1.1103462E-5 |
| penetration | 1.1103462E-5 |
| chief | 5.551731E-5 |
| kicked | 1.1103462E-5 |
| satisfying | 1.1103462E-5 |
| vigour | 2.2206925E-5 |
| despite | 1.1103462E-5 |
| followed | 2.4427616E-4 |
| burning | 1.1103462E-4 |
| wand’ring | 1.1103462E-5 |
| English | 9.993116E-5 |
| groan | 2.2206925E-5 |
| labours | 1.8875886E-4 |
| obey | 2.2206925E-5 |
| treading | 1.1103462E-5 |
| distaste | 1.1103462E-5 |
| interested | 5.551731E-5 |
| machines | 1.1103462E-5 |
| triumphant | 1.1103462E-5 |
| formerly | 5.551731E-5 |
| renamed | 1.1103462E-5 |
| credited | 1.1103462E-5 |
| viands | 1.1103462E-5 |
| vessels | 3.3310385E-5 |
| caresses | 2.2206925E-5 |
| apparatus | 3.3310385E-5 |
| joints | 2.2206925E-5 |
| retreats | 1.1103462E-5 |
| liberty | 5.551731E-5 |
| Englishmen | 1.1103462E-5 |
| Thank | 1.1103462E-5 |
| meeting | 5.551731E-5 |
| “D—n | 1.1103462E-5 |
| confidential | 1.1103462E-5 |
| landed | 6.662077E-5 |
| displayed | 4.441385E-5 |
| wickedness | 6.662077E-5 |
| began | 3.1089692E-4 |
| Africa | 1.1103462E-5 |
| thickly | 1.1103462E-5 |
| exerted | 2.2206925E-5 |
| repentance | 2.2206925E-5 |
| Project | 9.2158734E-4 |
| imbibed | 2.2206925E-5 |
| foresaw | 1.1103462E-5 |
| reality | 1.1103462E-4 |
| brutality | 2.2206925E-5 |
| extricate | 1.1103462E-5 |
| Tower | 1.1103462E-5 |
| parents’ | 1.1103462E-5 |
| actions | 4.441385E-5 |
| sunrise | 1.1103462E-5 |
| dispersed | 3.3310385E-5 |
| Inspirited | 1.1103462E-5 |
| cottagers—their | 1.1103462E-5 |
| Would | 1.1103462E-5 |
| capitulated | 1.1103462E-5 |
| giving | 4.441385E-5 |
| prize | 3.3310385E-5 |
| facts | 6.662077E-5 |
| fondly | 2.2206925E-5 |
| routine | 2.2206925E-5 |
| excuse | 1.1103462E-5 |
| detestation | 3.3310385E-5 |
| Empires | 1.1103462E-5 |
| coolness | 1.1103462E-5 |
| helplessness | 1.1103462E-5 |
| escape | 9.993116E-5 |
| giver | 1.1103462E-5 |
| gives | 6.662077E-5 |
| receive | 1.1103462E-4 |
| implied | 1.1103462E-5 |
| dabbled | 1.1103462E-5 |
| correspondence | 2.2206925E-5 |
| Roncesvalles | 1.1103462E-5 |
| “Wretch | 1.1103462E-5 |
| fainting | 1.1103462E-5 |
| dispositions | 7.772423E-5 |
| declaration | 1.1103462E-5 |
| standing | 3.3310385E-5 |
| unspeakable | 2.2206925E-5 |
| realise | 2.2206925E-5 |
| Exhaustion | 1.1103462E-5 |
| prosperous | 1.1103462E-5 |
| hailed | 4.441385E-5 |
| feelings | 8.438631E-4 |
| friendship | 7.772423E-5 |
| Arthur | 1.1103462E-5 |
| lightnings | 1.1103462E-5 |
| placing | 2.2206925E-5 |
| disappointed | 3.3310385E-5 |
| canopy | 1.1103462E-5 |
| Englishman | 2.2206925E-5 |
| continue | 7.772423E-5 |
| despondence | 2.2206925E-5 |
| attracts | 1.1103462E-5 |
| offers | 2.2206925E-5 |
| given | 1.9986232E-4 |
| perish | 6.662077E-5 |
| pronounced | 5.551731E-5 |
| quivered | 1.1103462E-5 |
| crimes | 1.44345E-4 |
| stagecoach | 1.1103462E-5 |
| insufficient | 1.1103462E-5 |
| freed | 4.441385E-5 |
| despondency | 4.441385E-5 |
| secrets | 5.551731E-5 |
| casualties | 1.1103462E-5 |
| “Here | 2.2206925E-5 |
| Nor | 4.441385E-5 |
| Not | 3.3310385E-5 |
| guilty | 1.2213808E-4 |
| vestige | 1.1103462E-5 |
| Now | 5.551731E-5 |
| playing | 3.3310385E-5 |
| congeal | 1.1103462E-5 |
| receipt | 2.2206925E-5 |
| employees | 2.2206925E-5 |
| sinks | 2.2206925E-5 |
| gasped | 1.1103462E-5 |
| schoolmaster | 1.1103462E-5 |
| alighted | 2.2206925E-5 |
| Continue | 1.1103462E-5 |
| Satan | 2.2206925E-5 |
| anything | 7.772423E-5 |
| mirrored | 1.1103462E-5 |
| Reuss | 1.1103462E-5 |
| rustic | 4.441385E-5 |
| heavens | 1.776554E-4 |
| prudent | 1.1103462E-5 |
| overcame | 7.772423E-5 |
| retired | 1.8875886E-4 |
| assembled | 1.1103462E-5 |
| writings | 1.1103462E-5 |
| notwithstanding | 6.662077E-5 |
| scents | 2.2206925E-5 |
| attentions | 4.441385E-5 |
| forgetfulness | 3.3310385E-5 |
| dashing | 4.441385E-5 |
| “Thus | 1.1103462E-5 |
| windows | 5.551731E-5 |
| characteristically | 1.1103462E-5 |
| genius | 6.662077E-5 |
| nocturnal | 1.1103462E-5 |
| shadow | 8.88277E-5 |
| dominion | 1.1103462E-5 |
| striving | 1.1103462E-5 |
| desertion | 1.1103462E-5 |
| extracting | 1.1103462E-5 |
| infant | 6.662077E-5 |
| continually | 1.9986232E-4 |
| put | 1.6655194E-4 |
| seafaring | 1.1103462E-5 |
| —Ay | 1.1103462E-5 |
| Special | 1.1103462E-5 |
| nameless | 1.1103462E-5 |
| brother”—tears | 1.1103462E-5 |
| struggle | 4.441385E-5 |
| pest | 1.1103462E-5 |
| incurable | 1.1103462E-5 |
| neater | 1.1103462E-5 |
| infamy | 1.1103462E-5 |
| caves | 5.551731E-5 |
| friend—his | 1.1103462E-5 |
| conclusions | 3.3310385E-5 |
| infancy | 4.441385E-5 |
| veiled | 1.1103462E-5 |
| junior | 1.1103462E-5 |
| lapse | 1.1103462E-5 |
| eyelashes | 1.1103462E-5 |
| light | 4.5524194E-4 |
| apparently | 1.1103462E-4 |
| write—to | 1.1103462E-5 |
| valuable | 3.3310385E-5 |
| artist | 1.1103462E-5 |
| methods | 2.2206925E-5 |
| hundredfold | 1.1103462E-5 |
| aiguilles | 1.1103462E-5 |
| intoxicating | 1.1103462E-5 |
| enraged | 2.2206925E-5 |
| barred | 4.441385E-5 |
| theme | 1.1103462E-5 |
| grown | 1.1103462E-5 |
| ‘Come | 1.1103462E-5 |
| henceforth | 1.1103462E-5 |
| organs | 1.1103462E-5 |
| desire | 3.1089692E-4 |
| unintelligible | 1.1103462E-5 |
| touching | 2.2206925E-5 |
| terrified | 2.2206925E-5 |
| analysing | 1.1103462E-5 |
| murmur | 3.3310385E-5 |
| unfortunately | 3.3310385E-5 |
| lately | 3.3310385E-5 |
| disgrace | 2.2206925E-5 |
| barren | 3.3310385E-5 |
| encountered | 1.1103462E-5 |
| antiquity | 1.1103462E-5 |
| permanent | 1.1103462E-5 |
| foster | 1.1103462E-5 |
| receptacle | 1.1103462E-5 |
| organized | 1.1103462E-5 |
| Homer | 1.1103462E-5 |
| embarks | 1.1103462E-5 |
| travel | 4.441385E-5 |
| choice | 3.3310385E-5 |
| facility | 2.2206925E-5 |
| visage | 2.2206925E-5 |
| benevolently | 1.1103462E-5 |
| replace | 3.3310385E-5 |
| desolated | 2.2206925E-5 |
| Solon | 1.1103462E-5 |
| appointment | 1.1103462E-5 |
| emulate | 1.1103462E-5 |
| listen | 9.993116E-5 |
| Austria | 1.1103462E-5 |
| companions | 1.3324154E-4 |
| Ugly | 1.1103462E-5 |
| interrupt | 2.2206925E-5 |
| sobs | 1.1103462E-5 |
| death—a | 1.1103462E-5 |
| consider | 9.993116E-5 |
| proofread | 1.1103462E-5 |
| group | 3.3310385E-5 |
| whither | 5.551731E-5 |
| near—he | 1.1103462E-5 |
| gross | 1.1103462E-5 |
| workshop | 1.1103462E-5 |
| tree | 5.551731E-5 |
| sailors | 1.1103462E-4 |
| distrust | 1.1103462E-5 |
| absolutely | 2.2206925E-5 |
| KIND | 1.1103462E-5 |
| sleepless | 2.2206925E-5 |
| soar | 1.1103462E-5 |
| deserted | 4.441385E-5 |
| sustain | 6.662077E-5 |
| Mansfield | 1.1103462E-5 |
| request | 7.772423E-5 |
| composure | 4.441385E-5 |
| insurmountable | 5.551731E-5 |
| their | 0.0019320024 |
| thirteen | 1.1103462E-5 |
| grieved | 2.2206925E-5 |
| Victor | 2.9979346E-4 |
| general | 6.662077E-5 |
| tenets | 1.1103462E-5 |
| inroads | 1.1103462E-5 |
| induced | 6.662077E-5 |
| meandering | 1.1103462E-5 |
| eternity | 1.1103462E-5 |
| process | 2.2206925E-5 |
| requirements | 4.441385E-5 |
| philosopher | 2.2206925E-5 |
| clear | 1.2213808E-4 |
| encounter | 5.551731E-5 |
| cooped | 1.1103462E-5 |
| clean | 2.2206925E-5 |
| disinclined | 1.1103462E-5 |
| governing | 1.1103462E-5 |
| marking | 1.1103462E-5 |
| neither | 7.772423E-5 |
| reverberated | 1.1103462E-5 |
| fulfilling | 1.1103462E-5 |
| glad | 5.551731E-5 |
| hurry | 2.2206925E-5 |
| account | 2.331727E-4 |
| uneasy | 3.3310385E-5 |
| innocent | 2.1096578E-4 |
| hoarse | 1.1103462E-5 |
| executing | 1.1103462E-5 |
| ‘Child | 1.1103462E-5 |
| diligence | 3.3310385E-5 |
| traitor | 1.1103462E-5 |
| vivacity | 3.3310385E-5 |
| Cæsar | 1.1103462E-5 |
| knowledge | 3.6641426E-4 |
| soft | 5.551731E-5 |
| happen | 2.2206925E-5 |
| “Such | 2.2206925E-5 |
| intellect | 4.441385E-5 |
| festival | 1.1103462E-5 |
| venture | 1.1103462E-5 |
| population | 1.1103462E-5 |
| Mississippi | 1.1103462E-5 |
| enthusiasm | 1.2213808E-4 |
| route | 2.2206925E-5 |
| islands | 4.441385E-5 |
| unwilling | 4.441385E-5 |
| comes | 1.1103462E-5 |
| soil | 1.1103462E-5 |
| honourable | 2.2206925E-5 |
| wearying | 1.1103462E-5 |
| procured | 8.88277E-5 |
| rouse | 2.2206925E-5 |
| Salt | 1.1103462E-5 |
| spark | 3.3310385E-5 |
| hearing | 6.662077E-5 |
| consisted | 4.441385E-5 |
| wedding | 5.551731E-5 |
| spare | 3.3310385E-5 |
| Pitiless | 1.1103462E-5 |
| “Unhappy | 1.1103462E-5 |
| committing | 1.1103462E-5 |
| pistol | 3.3310385E-5 |
| appeals | 1.1103462E-5 |
| chivalry | 2.2206925E-5 |
| Half | 1.1103462E-5 |
| series | 5.551731E-5 |
| imaginative | 1.1103462E-5 |
| phenomena | 2.2206925E-5 |
| rubbed | 1.1103462E-5 |
| sympathise | 4.441385E-5 |
| inclined | 2.2206925E-5 |
| ASCII | 2.2206925E-5 |
| hold | 8.88277E-5 |
| tale | 3.553108E-4 |
| Rome | 1.1103462E-5 |
| modesty | 2.2206925E-5 |
| outdated | 1.1103462E-5 |
| trait | 2.2206925E-5 |
| talk | 3.3310385E-5 |
| tall | 3.3310385E-5 |
| serviceable | 1.1103462E-5 |
| hundredth | 1.1103462E-5 |
| train | 6.662077E-5 |
| dedicated | 3.3310385E-5 |
| rapidity | 2.2206925E-5 |
| 2001 | 1.1103462E-5 |
| contradictory | 1.1103462E-5 |
| take | 2.2206924E-4 |
| accompany | 6.662077E-5 |
| immediate | 9.993116E-5 |
| beneficial | 2.2206925E-5 |
| I—I | 1.1103462E-5 |
| Turk | 1.1103462E-4 |
| some | 0.0015100709 |
| trifled | 1.1103462E-5 |
| purchasing | 1.1103462E-5 |
| additional | 7.772423E-5 |
| enemy—to | 1.1103462E-5 |
| berries | 6.662077E-5 |
| 2008 | 1.1103462E-5 |
| tidings | 2.2206925E-5 |
| passes | 2.2206925E-5 |
| Prepare | 1.1103462E-5 |
| passed | 7.43932E-4 |
| glutted | 1.1103462E-5 |
| reception | 3.3310385E-5 |
| just | 2.1096578E-4 |
| Henry | 2.7758654E-4 |
| quitting | 3.3310385E-5 |
| respects | 2.2206925E-5 |
| International | 1.1103462E-5 |
| owner | 5.551731E-5 |
| sole | 3.3310385E-5 |
| winged | 1.1103462E-5 |
| midnight | 5.551731E-5 |
| jury | 1.1103462E-5 |
| holy | 1.1103462E-5 |
| darling | 5.551731E-5 |
| trod | 1.1103462E-5 |
| eternally | 1.1103462E-5 |
| impend | 1.1103462E-5 |
| home | 2.5537962E-4 |
| existing | 2.2206925E-5 |
| 2018 | 1.1103462E-5 |
| print | 3.3310385E-5 |
| material | 1.1103462E-5 |
| comforter | 2.2206925E-5 |
| peculiar | 3.3310385E-5 |
| iron | 1.1103462E-5 |
| Good | 4.441385E-5 |
| solitudes | 1.1103462E-5 |
| explain | 4.441385E-5 |
| answers | 1.1103462E-5 |
| ‘Now | 1.1103462E-5 |
| there—my | 1.1103462E-5 |
| conformation | 1.1103462E-5 |
| royalty | 1.1103462E-5 |
| hope | 5.6627655E-4 |
| paragraphs | 3.3310385E-5 |
| soon | 6.6620775E-4 |
| revolved | 5.551731E-5 |
| Fiend | 1.1103462E-5 |
| opprobrium | 1.1103462E-5 |
| anticipated | 1.1103462E-5 |
| song | 1.1103462E-5 |
| Human | 1.1103462E-5 |
| heartless | 2.2206925E-5 |
| underwent | 1.1103462E-5 |
| portmanteau | 1.1103462E-5 |
| 31st | 1.1103462E-5 |
| ridicule | 1.1103462E-5 |
| distinctly | 2.2206925E-5 |
| Westmorland | 2.2206925E-5 |
| vacant | 1.1103462E-5 |
| heavy | 4.441385E-5 |
| disbelief | 1.1103462E-5 |
| deviating | 1.1103462E-5 |
| Hart | 2.2206925E-5 |
| speculations | 1.1103462E-5 |
| painted | 4.441385E-5 |
| conquered | 2.2206925E-5 |
| Persian | 2.2206925E-5 |
| summer | 7.772423E-5 |
| Still | 4.441385E-5 |
| nerves | 3.3310385E-5 |
| file | 2.2206925E-5 |
| creek | 1.1103462E-5 |
| incidents | 6.662077E-5 |
| affirmative | 2.2206925E-5 |
| together | 9.993116E-5 |
| supplication | 1.1103462E-5 |
| actuated | 1.1103462E-5 |
| inscriptions—“you | 1.1103462E-5 |
| Albertus | 3.3310385E-5 |
| within | 3.8862118E-4 |
| stranger’s | 1.1103462E-5 |
| health | 2.1096578E-4 |
| gathered | 5.551731E-5 |
| favourite | 1.44345E-4 |
| agents | 1.1103462E-5 |
| corrected | 1.1103462E-5 |
| prospect | 1.44345E-4 |
| Muhammadan | 1.1103462E-5 |
| thus—not | 1.1103462E-5 |
| machine | 1.1103462E-5 |
| evening | 1.3324154E-4 |
| return | 5.6627655E-4 |
| succour | 2.2206925E-5 |
| instance | 1.1103462E-5 |
| practically | 2.2206925E-5 |
| acquiesced | 1.1103462E-5 |
| serve | 1.1103462E-5 |
| intercepted | 1.1103462E-5 |
| smile | 9.993116E-5 |
| confused | 5.551731E-5 |
| heath | 1.1103462E-5 |
| frementi | 1.1103462E-5 |
| fine | 6.662077E-5 |
| find | 2.4427616E-4 |
| hoarser | 1.1103462E-5 |
| host | 1.1103462E-5 |
| ungratitude | 1.1103462E-5 |
| selected | 3.3310385E-5 |
| herbage | 2.2206925E-5 |
| day’s | 2.2206925E-5 |
| pleasant | 1.3324154E-4 |
| illustrate | 1.1103462E-5 |
| drove | 3.3310385E-5 |
| occur | 5.551731E-5 |
| cabriolet | 1.1103462E-5 |
| Have | 4.441385E-5 |
| breeze | 1.1103462E-4 |
| film | 2.2206925E-5 |
| fill | 5.551731E-5 |
| heart | 8.993804E-4 |
| trash | 1.1103462E-5 |
| task | 2.1096578E-4 |
| true | 2.331727E-4 |
| leaning | 5.551731E-5 |
| Save | 2.2206925E-5 |
| Perpetual | 1.1103462E-5 |
| valley | 9.993116E-5 |
| position | 1.1103462E-5 |
| populous | 1.1103462E-5 |
| glow | 1.1103462E-5 |
| petty | 1.1103462E-5 |
| laughter | 4.441385E-5 |
| since | 2.7758654E-4 |
| sentiment | 4.441385E-5 |
| soup | 1.1103462E-5 |
| toils | 7.772423E-5 |
| soul | 4.2193156E-4 |
| dangerous | 5.551731E-5 |
| quivering | 1.1103462E-5 |
| appears | 8.88277E-5 |
| persevering | 1.1103462E-5 |
| hour | 2.6648308E-4 |
| asseverations | 1.1103462E-5 |
| ranked | 1.1103462E-5 |
| troubled | 7.772423E-5 |
| Sister | 2.2206925E-5 |
| singularly | 2.2206925E-5 |
| heard | 6.884147E-4 |
| experienced | 1.2213808E-4 |
| execution | 8.88277E-5 |
| discontented | 1.1103462E-5 |
| falling | 2.2206925E-5 |
| uninteresting | 1.1103462E-5 |
| sought | 1.9986232E-4 |
| writers | 2.2206925E-5 |
| extraordinary | 1.1103462E-5 |
| Tartary | 1.1103462E-5 |
| thyself | 1.1103462E-5 |
| pulling | 1.1103462E-5 |
| online | 4.441385E-5 |
| curiosities | 1.1103462E-5 |
| merchants | 1.1103462E-5 |
| writes | 1.1103462E-5 |
| Greenland | 1.1103462E-5 |
| villa | 1.1103462E-5 |
| coming | 3.3310385E-5 |
| persecutor | 3.3310385E-5 |
| “Food | 1.1103462E-5 |
| scream | 4.441385E-5 |
| envelop | 1.1103462E-5 |
| precipices | 7.772423E-5 |
| firm | 7.772423E-5 |
| Amidst | 1.1103462E-5 |
| ignorant | 1.1103462E-4 |
| fire | 2.8869E-4 |
| trample | 2.2206925E-5 |
| Persecuted | 1.1103462E-5 |
| Lavenza | 4.441385E-5 |
| fashioned | 2.2206925E-5 |
| distinguish | 6.662077E-5 |
| benefactors | 2.2206925E-5 |
| greedily | 2.2206925E-5 |
| howl | 1.1103462E-5 |
| mutilated | 1.1103462E-5 |
| enthusiastic | 4.441385E-5 |
| Genevese | 1.1103462E-5 |
| truth—Do | 1.1103462E-5 |
| disastrous | 1.1103462E-5 |
| funeral | 4.441385E-5 |
| villagers | 3.3310385E-5 |
| processing | 1.1103462E-5 |
| except | 1.2213808E-4 |
| inflicted | 3.3310385E-5 |
| clung | 4.441385E-5 |
| jewel | 1.1103462E-5 |
| One | 1.776554E-4 |
| loathed | 3.3310385E-5 |
| knocked | 1.1103462E-5 |
| collecting | 5.551731E-5 |
| extremities | 1.1103462E-5 |
| superscription | 1.1103462E-5 |
| unless | 7.772423E-5 |
| excess | 9.993116E-5 |
| plants | 2.2206925E-5 |
| wonderfully | 1.1103462E-5 |
| ought | 1.44345E-4 |
| assizes | 1.1103462E-5 |
| Madame | 4.441385E-5 |
| invade | 1.1103462E-5 |
| accordance | 2.2206925E-5 |
| playfellows | 1.1103462E-5 |
| Cousin | 1.1103462E-5 |
| clump | 1.1103462E-5 |
| people | 1.5544846E-4 |
| encomiums | 1.1103462E-5 |
| glut | 2.2206925E-5 |
| abandon | 2.2206925E-5 |
| over”—these | 1.1103462E-5 |
| fish | 3.3310385E-5 |
| sacrilege | 3.3310385E-5 |
| intolerable | 3.3310385E-5 |
| operation | 2.2206925E-5 |
| Isaac | 1.1103462E-5 |
| alarming | 1.1103462E-5 |
| leaved | 1.1103462E-5 |
| reputation | 1.1103462E-5 |
| tranquilly | 1.1103462E-5 |
| inside | 1.1103462E-5 |
| Juras | 1.1103462E-5 |
| leaves | 1.1103462E-4 |
| restrain | 2.2206925E-5 |
| carpeted | 1.1103462E-5 |
| five | 1.1103462E-4 |
| hesitated | 4.441385E-5 |
| profundity | 1.1103462E-5 |
| admirable | 3.3310385E-5 |
| sufferings | 1.5544846E-4 |
| collection | 4.441385E-5 |
| fits | 3.3310385E-5 |
| hunger | 1.3324154E-4 |
| announced | 1.1103462E-5 |
| Manoir | 2.2206925E-5 |
| mountainous | 1.1103462E-5 |
| owning | 1.1103462E-5 |
| youthful | 3.3310385E-5 |
| slept | 8.88277E-5 |
